image,name,author,format,book_depository_stars,price,currency,old_price,isbn,category,img_paths
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5854/9781585426591.jpg,Think and Grow Rich Deluxe Edition,Napoleon Hill,Hardback,4.0,19.97,$,21.6,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000231.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7352/9780735201446.jpg,Trading in the Zone,Mark Douglas,Hardback,4.0,40.02,$,72.5,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000232.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/7847/9781784742928.jpg,Invisible Women,Caroline Criado Perez,Paperback,4.5,16.87,$,17.0,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000233.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/6710/9780671027032.jpg,How to Win Friends and Influence People,Dale Carnegie,Paperback,4.0,14.15,$,16.0,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000234.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/2413/9780241398630.jpg,The Art of Statistics,David Spiegelhalter,Hardback,4.5,17.5,$,25.2,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000235.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/6749/9780674979857.jpg,Capital in the Twenty-First Century,Thomas Piketty,Paperback,4.0,19.93,$,21.1,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000236.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1431/9780143118442.jpg,Difficult Conversations,Douglas Stone,Paperback,4.0,13.57,$,21.5,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000237.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/1181/9781118127308.jpg,The Five Dysfunctions of a Team: Team Assessment,Patrick M. Lencioni,Paperback,4.0,10.87,$,17.1,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000238.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/7868/9781786891709.jpg,Drive,Daniel H. Pink,Paperback,4.0,8.9,$,10.3,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000239.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9789/8141/9789814189736.jpg,Robert Kuok,Robert Kuok,Hardback,4.5,25.6,$,30.9,9790000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000240.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/8411/9781841155043.jpg,When Genius Failed,Roger Lowenstein,Paperback,4.0,7.12,$,8.8,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000241.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0617/9780061771293.jpg,Your Brain at Work,David Rock,Hardback,4.0,17.83,$,24.0,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000242.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1410/9780141047973.jpg,23 Things They Don't Tell You About Capitalism,Ha-Joon Chang,Paperback,4.0,8.37,$,12.9,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000243.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0617/9780061766084.jpg,Change by Design,Tim Brown,Hardback,4.0,21.22,$,29.9,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000244.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1410/9780141030081.jpg,Freakonomics,Steven D. Levitt,Paperback,4.0,7.29,$,7.8,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000245.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1419/9780141981031.jpg,Flash Boys,Michael Lewis,Paperback,4.0,9.73,$,11.4,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000246.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/6709/9780670922635.jpg,Thanks for the Feedback,Douglas Stone,Paperback,4.0,8.5,$,12.9,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000247.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/2419/9780241952023.jpg,Finding Your Element,Ken Robinson,Paperback,4.0,9.6,$,12.4,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000248.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1404/9780140445688.jpg,Capital,Karl Marx,Paperback,4.0,17.08,$,23.0,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000249.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1431/9780143126560.jpg,Getting Things Done,David Allen,Paperback,4.0,14.83,$,18.0,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000250.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/3742/9780374275631.jpg,"Thinking, Fast and Slow",Daniel Kahneman,Hardback,4.0,24.66,$,28.8,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000251.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0609/9780060957513.jpg,From Third World to First,Kuan Yew Lee,Paperback,4.5,14.69,$,18.0,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000252.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/3160/9780316010665.jpg,Blink,Malcolm Gladwell,Paperback,4.0,14.67,$,18.0,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000253.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0071/9780007116980.jpg,The One Minute Manager Meets the Monkey,Ken Blanchard,Paperback,4.0,8.29,$,11.4,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000254.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/4522/9780452267565.jpg,Mastery,George Leonard,Paperback,4.0,11.36,$,18.0,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000255.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/2410/9780241004951.jpg,Never Eat Alone,Keith Ferrazzi,Paperback,4.0,10.74,$,13.9,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000256.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/1182/9781118273050.jpg,Market Wizards,Jack D. Schwager,Paperback,4.0,18.47,$,23.1,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000257.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/8842/9780884271956.jpg,The Goal,Eliyahu M Goldratt,Paperback,4.0,22.46,$,24.2,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000258.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0622/9780062292988.jpg,"Crossing the Chasm, 3rd Edition",Geoffrey A Moore,Paperback,4.0,16.07,$,21.5,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000259.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/8466/9781846681370.jpg,What Got You Here Won't Get You There,Marshall Goldsmith,Paperback,4.0,8.84,$,12.9,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000260.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5796/9781579655976.jpg,In the Company of Women,Grace Bonney,Hardback,4.0,24.13,$,30.95,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000261.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/4717/9780471770886.jpg,Reminiscences of a Stock Operator,Edwin Lefevre,Paperback,4.0,13.21,$,19.7,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000262.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/8619/9781861976109.jpg,The 22 Immutable Laws Of Marketing,Al Ries,Paperback,4.0,7.7,$,11.4,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000263.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/4466/9780446675154.jpg,The Mind/Body Prescription,John Sarno,Paperback,4.0,12.64,$,16.0,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000264.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/9252/9781925228311.jpg,Just Mercy,Bryan Stevenson,Paperback,4.5,10,$,12.9,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000265.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/3302/9780330264631.jpg,Unreliable Memoirs,Clive James,Paperback,4.0,7.16,$,11.41,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000266.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/2311/9780231162845.jpg,The Most Important Thing Illuminated,Howard Marks,Hardback,4.5,18.65,$,29.9,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000267.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0072/9780007256532.jpg,Predictably Irrational,Dan Ariely,Paperback,4.0,9.68,$,12.4,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000268.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0620/9780062063373.jpg,Superfreakonomics,Steven D Levitt,Paperback,4.0,8.02,$,9.3,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000269.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/2262/9780226264219.jpg,Capitalism and Freedom,Milton Friedman,Paperback,4.0,15.16,$,15.2,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000270.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/6718/9780671891633.jpg,Beating the Street,Peter Lynch,Paperback,4.0,9.67,$,13.9,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000271.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/3932/9780393254594.jpg,The Undoing Project,Michael Lewis,Hardback,4.0,16.33,$,,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000272.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/8570/9780857080776.jpg,The Wealth of Nations,Adam Smith,Hardback,4.0,11,$,12.0,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000273.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0074/9780007449156.jpg,How Will You Measure Your Life?,Clayton M. Christensen,Hardback,4.0,13.11,$,16.0,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000274.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0605/9780060516406.jpg,Built to Last,James C. Collins,Paperback,4.0,15.15,$,19.95,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000275.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4221/9781422162675.jpg,The Outsiders,William N. Thorndike,Hardback,4.0,18.24,$,22.99,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000276.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7022/9780702253416.jpg,Call of the Reed Warbler: A New Agriculture - A New Earth,Charles Massy,Paperback,4.5,29.54,$,,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000277.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0628/9780062845023.jpg,Crushing It!,Gary Vaynerchuk,Paperback,4.0,16.26,$,19.1,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000278.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7432/9780743226752.jpg,The Power of Full Engagement: Managing Energy Not Time is the key to High Perform and Personal Renewal,Jim Loehr,Paperback,4.0,13.8,$,14.9,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000279.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4091/9781409152392.jpg,The Liar,Steve Cavanagh,Paperback,4.5,7.72,$,11.4,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000280.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/5968/9780596804176.jpg,Gamestorming,Dave Gray,Paperback,4.0,23.76,$,36.0,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000281.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1402/9780140280197.jpg,The 48 Laws of Power,Joost Elffers,Paperback,4.0,17.31,$,19.95,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000282.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1401/9780140136296.jpg,How to Lie with Statistics,Darrell Huff,Paperback,4.0,7.82,$,12.9,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000283.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4722/9781472228062.jpg,TED Talks,Chris Anderson,Paperback,4.0,8.32,$,13.9,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000284.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/8479/9781847941275.jpg,The Culture Code,Daniel Coyle,Paperback,4.5,10.04,$,12.4,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000285.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/8579/9780857984289.jpg,The Wife Drought,Annabel Crabb,Paperback,4.0,18.29,$,,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000286.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4555/9781455502394.jpg,Start-Up Nation,Dan Senor,Paperback,4.0,7.92,$,8.8,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000287.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/6345/9781634502535.jpg,Think and Grow Rich,Napoleon Hill,Paperback,4.0,7.23,$,7.99,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000288.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4221/9781422187395.jpg,Playing to Win,A.G. Lafley,Hardback,4.0,19.22,$,22.99,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000289.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4221/9781422117361.jpg,Immunity to Change,Robert Kegan,Hardback,4.0,22.57,$,26.99,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000290.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/9860/9780986019524.jpg,Scaling Up,Verne Harnish,Hardback,4.0,27.45,$,36.0,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000291.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5924/9781592401536.jpg,The Power of the Actor,Ivana Chubbuck,Paperback,4.0,17.9,$,26.5,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000292.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/7821/9781782111054.jpg,Smoke Gets in Your Eyes,Caitlin Doughty,Paperback,4.0,8.96,$,12.9,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000293.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/9253/9781925355369.jpg,Everywhere I Look,Helen Garner,Paperback,4.0,15.21,$,17.0,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000294.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1410/9780141025711.jpg,"Whatever You Think, Think the Opposite",Paul Arden,Paperback,4.0,9.8,$,12.4,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000295.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1928/9780192893307.jpg,Development as Freedom,Amartya Sen,Paperback,4.0,11.63,$,16.0,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000296.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/2411/9780241189207.jpg,The Road to Ruin,James Rickards,Paperback,4.0,15.13,$,18.0,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000297.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/3933/9780393347777.jpg,Naked Statistics,Charles Wheelan,Paperback,4.0,13.77,$,16.0,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000298.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/8537/9781853756153.jpg,Ogilvy on Advertising,David Ogilvy,Paperback,4.0,15.03,$,18.0,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000299.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7181/9780718197384.jpg,The Price of Inequality,Joseph Stiglitz,Paperback,4.0,11.74,$,13.9,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000300.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7535/9780753548080.jpg,Originals,Adam Grant,Paperback,4.0,10.94,$,12.4,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000301.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/3494/9780349408095.jpg,The Art of Asking,Amanda Palmer,Paperback,4.0,15.68,$,17.0,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000302.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/3163/9780316377553.jpg,Everything Store,Brad Stone,Paperback,4.0,8.28,$,9.3,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000303.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7181/9780718184391.jpg,The Ladybird Book of Red Tape,Jason Hazeley,Hardback,4.0,6.36,$,8.8,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000304.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/6709/9780670921348.jpg,Difficult Conversations,Bruce Patton,Paperback,4.0,8.46,$,12.9,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000305.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0071/9780007103416.jpg,Leadership and the One Minute Manager,Kenneth Blanchard,Paperback,4.0,8.17,$,12.41,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000306.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4447/9781444792386.jpg,Work Rules!,Laszlo Bock,Paperback,4.0,9.34,$,13.9,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000307.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5944/9781594481710.jpg,A Whole New Mind,Daniel H. Pink,Paperback,4.0,15.29,$,16.95,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000308.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4447/9781444792492.jpg,How Google Works,III  Eric Schmidt,Paperback,4.0,8.39,$,15.0,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000309.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5918/9781591847748.jpg,How to Fail at Almost Everything and Still Win Big,Scott Adams,Paperback,4.0,12.92,$,17.0,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000310.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7535/9780753552896.jpg,The Making of a Manager,Julie Zhuo,Paperback,4.5,12.91,$,16.0,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000311.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1410/9780141043531.jpg,The Big Short,Michael Lewis,Paperback,4.5,8.32,$,11.5,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000312.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1431/9780143118756.jpg,Getting to Yes,Roger Fisher,Paperback,4.0,12.6,$,17.0,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000313.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7624/9780762460991.jpg,"Wisdom from Rich Dad, Poor Dad",Robert Kiyosaki,Hardback,4.5,4.23,$,4.99,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000314.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0611/9780061147890.jpg,Snakes in Suits,Paul Babiak,Paperback,3.5,14.4,$,18.0,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000315.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/5930/9780593079263.jpg,The Power of Moments,Chip Heath,Paperback,4.0,14.67,$,17.0,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000316.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/5533/9780553384772.jpg,The Wolf of Wall Street,Jordan Belfort,Paperback,3.5,12.86,$,18.0,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000317.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1133/9780113310593.jpg,Managing successful projects with PRINCE2,Office of Government Commerce,Paperback,3.5,79.25,$,104.67,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000318.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/1193/9781119387503.jpg,Inspired,Marty Cagan,Hardback,4.0,17.52,$,25.7,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000319.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/7847/9781784701178.jpg,Designing Your Life,Bill Burnett,Paperback,4.0,10.19,$,12.9,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000320.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/8619/9781861979780.jpg,The 33 Strategies Of War,Robert Greene,Paperback,4.5,15.76,$,20.1,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000321.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/8498/9781849833196.jpg,Warren Buffett and the Interpretation of Financial Statements,Mary Buffett,Paperback,4.0,7.73,$,12.9,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000322.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9782/9601/9782960133509.jpg,Reinventing Organizations,Frederic Laloux,Paperback,4.5,19.32,$,,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000323.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/6121/9781612194196.jpg,Debt,David Graeber,Paperback,4.0,17.65,$,22.5,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000324.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/7326/9781732689800.jpg,Big Debt Crises,Ray Dalio,Paperback,4.5,35.98,$,47.5,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000325.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1419/9780141983479.jpg,Bullshit Jobs,David Graeber,Paperback,4.0,9.93,$,12.9,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000326.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7148/9780714863481.jpg,Damn Good Advice (For People with Talent!),George Lois,Paperback,4.0,8.13,$,10.3,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000327.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/9703/9780970312594.jpg,Propaganda,Edward Bernays,Paperback,4.0,11.5,$,17.0,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000328.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4919/9781491927182.jpg,This is Service Design Doing,Adam Lawrence,Paperback,4.5,24.67,$,40.5,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000329.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/3995/9780399594496.jpg,Trump: The Art of the Deal,Donald J Trump,Paperback,3.5,12.48,$,17.0,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000330.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5918/9781591845331.jpg,All Marketers are Liars,Seth Godin,Paperback,4.0,12.64,$,21.1,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000331.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/5211/9780521186407.jpg,Economics for the IB Diploma with CD-ROM,Ellie Tragakes,Mixed media product,4.0,49.28,$,,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000332.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/3490/9780349009711.jpg,Talking As Fast As I Can,Lauren Graham,Hardback,4.0,13.93,$,21.1,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000333.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5854/9781585425525.jpg,Now Habit,Neil Fiore,Paperback,4.0,11.3,$,13.9,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000334.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/1189/9781118905555.jpg,Everybody Writes,Ann Handley,Hardback,4.0,16.5,$,21.4,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000335.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4736/9781473658127.jpg,Coaching for Performance,John Whitmore,Paperback,4.0,15.65,$,23.0,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000336.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/2419/9780241954485.jpg,What Money Can't Buy,Michael Sandel,Paperback,4.0,9.47,$,12.4,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000337.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0623/9780062301239.jpg,Elon Musk,Ashlee Vance,Hardback,4.0,19.15,$,20.1,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000338.jpg
